time_front,space_front,speed_front,v_id_front,wave_type_front,lane_front,unique_index_front,time_tail,space_tail,speed_tail,v_id_tail,wave_type_tail,lane_tail,unique_index_tail,trace_id_front,trace_id_tail
2054.0,61.62039306052393,15.05025553926602,394.0,1.0,3.0,73.0,2064.0,61.58155492124816,14.824963384195875,394.0,2.0,3.0,5677.0,3,3
2060.0,61.629269973760245,15.045774345536184,395.0,1.0,3.0,74.0,2067.0,61.60142891714997,14.637713737644685,395.0,2.0,3.0,5678.0,3,3
2369.0,59.26260395821258,15.269202437036922,403.0,1.0,3.0,75.0,2372.0,59.25021077644941,14.888209230449574,403.0,2.0,3.0,5679.0,4,4
2371.0,59.29576292580534,15.268470781870535,404.0,1.0,3.0,76.0,2378.0,59.26832125227492,14.80439356268358,404.0,2.0,3.0,5680.0,4,4
2373.0,59.3193560999897,15.954366630026447,405.0,1.0,3.0,77.0,2383.0,59.2820605656397,14.56146254425389,405.0,2.0,3.0,5681.0,4,4
2389.0,59.25655903951719,15.149534518668856,405.0,1.0,3.0,78.0,2391.0,59.24823972092388,14.97786137534956,405.0,2.0,3.0,5682.0,5,5
2376.0,59.334058920886505,15.06750879760906,406.0,1.0,3.0,79.0,2387.0,59.294908049616296,14.682177793189096,406.0,2.0,3.0,5683.0,4,4
2392.0,59.27335048694962,15.197568431224743,406.0,1.0,3.0,80.0,2396.0,59.25690359739989,14.871208416398018,406.0,2.0,3.0,5684.0,5,5
2378.0,59.35533726242301,16.30905338771736,407.0,1.0,3.0,81.0,2392.0,59.30705258580652,14.818437932019007,407.0,2.0,3.0,5685.0,4,4
2395.0,59.29436333956132,15.153357258173266,407.0,1.0,3.0,82.0,2401.0,59.27001721205059,14.998334779418023,407.0,2.0,3.0,5686.0,5,5
2339.0,59.69025509624564,15.096048522006306,408.0,1.0,3.0,83.0,2341.0,59.68212457691678,14.677493902653293,408.0,2.0,3.0,5687.0,6,6
2382.0,59.37618104711392,16.053116480365638,408.0,1.0,3.0,84.0,2407.0,59.28975609290124,14.810441852817316,408.0,2.0,3.0,5688.0,4,4
2343.0,59.710334309794334,15.387970840889928,409.0,1.0,3.0,85.0,2347.0,59.69420646555158,14.967325683292373,409.0,2.0,3.0,5689.0,6,6
2387.0,59.39604208646805,15.01679961657254,409.0,1.0,3.0,86.0,2412.0,59.31306374617603,14.922494261271058,409.0,2.0,3.0,5690.0,4,4
2349.0,59.721460755547504,15.18898609740831,410.0,1.0,3.0,87.0,2352.0,59.70918267145953,14.851185808877707,410.0,2.0,3.0,5691.0,6,6
2391.0,59.41672228281639,15.57559430539104,410.0,1.0,3.0,88.0,2416.0,59.33803752344132,14.75877094597158,410.0,2.0,3.0,5692.0,4,4
2394.0,59.43155470536292,15.967594442357884,411.0,1.0,3.0,89.0,2419.0,59.35457316986886,14.883302388014672,411.0,2.0,3.0,5693.0,4,4
2397.0,59.44092668082455,15.143895352110563,412.0,1.0,3.0,90.0,2421.0,59.36816961394017,14.785831012752594,412.0,2.0,3.0,5694.0,4,4
2399.0,59.452444446030015,16.01656588759258,413.0,1.0,3.0,91.0,2423.0,59.37917896826139,14.682985096892924,413.0,2.0,3.0,5695.0,4,4
2401.0,59.46323778797321,17.177214720379965,414.0,1.0,3.0,92.0,2425.0,59.38981098780282,14.455965330315758,414.0,2.0,3.0,5696.0,4,4
2404.0,59.468160540728384,15.165500105803858,415.0,1.0,3.0,93.0,2427.0,59.399026494145176,14.274594240383085,415.0,2.0,3.0,5697.0,4,4
2406.0,59.47956436679021,16.55392826891355,416.0,1.0,3.0,94.0,2430.0,59.40725649533064,14.668182494400494,416.0,2.0,3.0,5698.0,4,4
2409.0,59.48652796535968,15.091225359844104,417.0,1.0,3.0,95.0,2432.0,59.41954237520326,14.166903628874998,417.0,2.0,3.0,5699.0,4,4
2411.0,59.49598776678916,15.913536366370426,418.0,1.0,3.0,96.0,2435.0,59.42568005469783,14.85012010153513,418.0,2.0,3.0,5700.0,4,4
2413.0,59.50661408229074,17.20317646271123,419.0,1.0,3.0,97.0,2437.0,59.43734181520309,14.256491494321512,419.0,2.0,3.0,5701.0,4,4
2416.0,59.51344745225245,15.515644991051058,420.0,1.0,3.0,98.0,2440.0,59.445937534658654,14.413254951884426,420.0,2.0,3.0,5702.0,4,4
2418.0,59.5258208302985,17.13308743342677,421.0,1.0,3.0,99.0,2443.0,59.45717706198258,13.948949970360784,421.0,2.0,3.0,5703.0,4,4
2421.0,59.53367415357716,15.482443091400766,422.0,1.0,3.0,100.0,2447.0,59.46323088461932,14.794799159034785,422.0,2.0,3.0,5704.0,4,4
2423.0,59.543912183600376,16.32793861168687,423.0,1.0,3.0,101.0,2449.0,59.475135579218126,13.748932528427709,423.0,2.0,3.0,5705.0,4,4
2425.0,59.554270123701286,17.098799321079838,424.0,1.0,3.0,102.0,2452.0,59.4826353296681,13.96498397513178,424.0,2.0,3.0,5706.0,4,4
2428.0,59.56227412618935,15.679592252051394,425.0,1.0,3.0,103.0,2456.0,59.48899103290686,14.887660411125342,425.0,2.0,3.0,5707.0,4,4
2431.0,59.57386612343672,15.094526294145108,426.0,1.0,3.0,104.0,2459.0,59.50355449220898,13.843274377065,426.0,2.0,3.0,5708.0,4,4
2434.0,59.59017397895143,15.62404882249628,427.0,1.0,3.0,105.0,2464.0,59.51610274084706,14.027511607352611,427.0,2.0,3.0,5709.0,4,4
2437.0,59.60917591764377,16.783018432180135,428.0,1.0,3.0,106.0,2469.0,59.52979527220717,13.98348882186212,428.0,2.0,3.0,5710.0,4,4
2441.0,59.62722421671977,16.01530960049193,429.0,1.0,3.0,107.0,2475.0,59.54346193315531,14.832728069733022,429.0,2.0,3.0,5711.0,4,4
2446.0,59.64804799466218,15.31487945528503,430.0,1.0,3.0,108.0,2481.0,59.565107971902464,14.30764960925507,430.0,2.0,3.0,5712.0,4,4
2452.0,59.67781364334364,16.411916062589178,431.0,1.0,3.0,109.0,2490.0,59.59069533375482,14.549066302230116,431.0,2.0,3.0,5713.0,4,4
2461.0,59.70530067707974,15.745715783090978,432.0,1.0,3.0,110.0,2503.0,59.61243641128094,14.730521865086082,432.0,2.0,3.0,5714.0,4,4
2465.0,59.72254462328112,17.136453749616695,433.0,1.0,3.0,111.0,2509.0,59.62521457597283,14.78385769229449,433.0,2.0,3.0,5715.0,4,4
2469.0,59.7283107150449,15.012495623064714,434.0,1.0,3.0,112.0,2513.0,59.63350338557542,14.9781472505354,434.0,2.0,3.0,5716.0,4,4
2471.0,59.736689741743255,15.37068637353435,435.0,1.0,3.0,113.0,2515.0,59.64204438490123,14.889840759778965,435.0,2.0,3.0,5717.0,4,4
2472.0,59.74684703285483,17.072945462751342,436.0,1.0,3.0,114.0,2517.0,59.64827568619289,14.968532708528802,436.0,2.0,3.0,5718.0,4,4
2474.0,59.75255268386178,16.659785431894626,437.0,1.0,3.0,115.0,2518.0,59.65809154235976,14.803005337169102,437.0,2.0,3.0,5719.0,4,4
2477.0,59.758484196750615,15.383789313901072,438.0,1.0,3.0,116.0,2520.0,59.6679748244917,14.73813998275019,438.0,2.0,3.0,5720.0,4,4
2480.0,59.77219101629082,15.769002219466673,439.0,1.0,3.0,117.0,2524.0,59.67752792740883,14.916993978876794,439.0,2.0,3.0,5721.0,4,4
2484.0,59.79258108249958,16.24033618059953,440.0,1.0,3.0,118.0,2528.0,59.69654328766556,14.577873717026286,440.0,2.0,3.0,5722.0,4,4
2489.0,59.81325576452869,15.498812897151977,441.0,1.0,3.0,119.0,2534.0,59.7131805627965,14.828749232480105,441.0,2.0,3.0,5723.0,4,4
2492.0,59.83266594113287,16.11423627779015,442.0,1.0,3.0,120.0,2537.0,59.7342452233263,14.627634198705254,442.0,2.0,3.0,5724.0,4,4
2495.0,59.846236503215,15.919402149265224,443.0,1.0,3.0,121.0,2540.0,59.74930225812116,14.797666699604314,443.0,2.0,3.0,5725.0,4,4
2498.0,59.85977637748746,16.00089411597115,444.0,1.0,3.0,122.0,2543.0,59.76506142890601,14.830490553307952,444.0,2.0,3.0,5726.0,4,4
2501.0,59.87243202389807,16.364782595916118,445.0,1.0,3.0,123.0,2546.0,59.780735029085406,14.86811254377136,445.0,2.0,3.0,5727.0,4,4
2505.0,59.88348573202308,16.17302739154388,446.0,1.0,3.0,124.0,2548.0,59.80086998840255,14.915918855876226,446.0,2.0,3.0,5728.0,4,4
2510.0,59.89837957501223,15.889565581621,447.0,1.0,3.0,125.0,2549.0,59.8326597546349,14.220993396935963,447.0,2.0,3.0,5729.0,4,4
2517.0,59.92474981151608,16.229999546703844,448.0,1.0,3.0,126.0,2554.0,59.86273951756718,14.270247702020551,448.0,2.0,3.0,5730.0,4,4
2527.0,59.96725901319383,15.596896211077452,449.0,1.0,3.0,127.0,2563.0,59.90372475248432,13.83410828500025,449.0,2.0,3.0,5731.0,4,4
2536.0,60.00907079072911,15.234964934177038,450.0,1.0,3.0,128.0,2575.0,59.93342629852207,14.9504873600626,450.0,2.0,3.0,5732.0,4,4
2581.0,59.90698944419761,15.3209244211275,450.0,1.0,3.0,129.0,2586.0,59.88714467221295,14.79805037584565,450.0,2.0,3.0,5733.0,7,7
2541.0,60.034664084498125,15.488957002255608,451.0,1.0,3.0,130.0,2593.0,59.91510859708484,14.624221899044477,451.0,2.0,3.0,5734.0,4,7
2545.0,60.05195826396072,15.377213981105504,452.0,1.0,3.0,131.0,2599.0,59.937087771175904,14.193267231306228,452.0,2.0,3.0,5735.0,4,7
2549.0,60.06799621330413,15.057554560021725,453.0,1.0,3.0,132.0,2604.0,59.952010834538434,14.604295862764372,453.0,2.0,3.0,5736.0,4,7
2551.0,60.089585445812354,15.12973273723452,454.0,1.0,3.0,133.0,2609.0,59.96650740616101,14.563547955803486,454.0,2.0,3.0,5737.0,4,7
2553.0,60.10747245613686,15.300221644566085,455.0,1.0,3.0,134.0,2614.0,59.97959969343684,14.567881836624622,455.0,2.0,3.0,5738.0,4,7
2555.0,60.122875091310576,15.207149353058904,456.0,1.0,3.0,135.0,2618.0,59.9925382994209,14.422882164475473,456.0,2.0,3.0,5739.0,4,7
2557.0,60.136104191178944,15.264104533383987,457.0,1.0,3.0,136.0,2621.0,60.00530726079881,14.153007735399804,457.0,2.0,3.0,5740.0,4,7
2559.0,60.14799922384616,15.11178613206056,458.0,1.0,3.0,137.0,2625.0,60.01274447085983,14.835906567431328,458.0,2.0,3.0,5741.0,4,7
2561.0,60.15780731549964,15.188782311661967,459.0,1.0,3.0,138.0,2628.0,60.023907755308535,14.371613444252244,459.0,2.0,3.0,5742.0,4,7
2563.0,60.16687405280334,15.108365594258728,460.0,1.0,3.0,139.0,2631.0,60.03377158030636,14.34628886557751,460.0,2.0,3.0,5743.0,4,7
2565.0,60.17612410943468,15.09542071577228,461.0,1.0,3.0,140.0,2634.0,60.04210451739942,14.396553395638838,461.0,2.0,3.0,5744.0,4,7
2567.0,60.18603455096746,15.140356024150904,462.0,1.0,3.0,141.0,2637.0,60.05104929796724,14.248640622933095,462.0,2.0,3.0,5745.0,4,7
2569.0,60.19875762879639,15.16481033449037,463.0,1.0,3.0,142.0,2641.0,60.05966343479596,14.183317804578977,463.0,2.0,3.0,5746.0,4,7
2571.0,60.21091303163086,15.598582685082707,464.0,1.0,3.0,143.0,2646.0,60.06378306574773,14.876310691106603,464.0,2.0,3.0,5747.0,4,7
2574.0,60.2198789497266,15.350179927629387,465.0,1.0,3.0,144.0,2649.0,60.0764618770917,14.244295131781174,465.0,2.0,3.0,5748.0,4,7
2576.0,60.23099171170695,15.984973316245709,466.0,1.0,3.0,145.0,2653.0,60.08244460945934,14.53642784240771,466.0,2.0,3.0,5749.0,4,7
2579.0,60.239513504122826,15.7290364409578,467.0,1.0,3.0,146.0,2657.0,60.087967818552805,14.832666941240008,467.0,2.0,3.0,5750.0,4,7
2582.0,60.24899638058224,15.729020404551791,468.0,1.0,3.0,147.0,2661.0,60.09687917073541,14.80083609050882,468.0,2.0,3.0,5751.0,4,7
2585.0,60.25977392840194,16.25227845485808,469.0,1.0,3.0,148.0,2665.0,60.10728116685311,14.777213085346435,469.0,2.0,3.0,5752.0,4,7
2589.0,60.26882478018852,15.945014174922918,470.0,1.0,3.0,149.0,2669.0,60.11892537001636,14.88490224753432,470.0,2.0,3.0,5753.0,4,7
2593.0,60.28223945608644,16.612774537592898,471.0,1.0,3.0,150.0,2673.0,60.13604626633928,14.634286729010068,471.0,2.0,3.0,5754.0,4,7
2598.0,60.29564355664462,15.555156064096137,472.0,1.0,3.0,151.0,2679.0,60.152768072105815,14.95051546584847,472.0,2.0,3.0,5755.0,4,7
2483.0,61.48292740507148,15.148987971908612,473.0,1.0,3.0,152.0,2487.0,61.46650039775916,14.975963315932551,473.0,2.0,3.0,5756.0,8,8
2603.0,60.3167768410292,16.868814937228432,473.0,1.0,3.0,153.0,2686.0,60.17215547108531,14.994700384478366,473.0,2.0,3.0,5757.0,4,7
2486.0,61.50136313720764,15.105945970419276,474.0,1.0,3.0,154.0,2493.0,61.47352610775635,14.846086619277312,474.0,2.0,3.0,5758.0,8,8
2609.0,60.333685473208,15.307276496787766,474.0,1.0,3.0,155.0,2693.0,60.19115657721716,14.652608091715065,474.0,2.0,3.0,5759.0,4,7
2489.0,61.5160340716074,15.521461432847264,475.0,1.0,3.0,156.0,2498.0,61.480902733894894,14.606065112413113,475.0,2.0,3.0,5760.0,8,8
2613.0,60.35213264146553,16.566448659344875,475.0,1.0,3.0,157.0,2699.0,60.20422465956194,14.557487663363055,475.0,2.0,3.0,5761.0,4,7
2493.0,61.52369562672085,15.099682090124906,476.0,1.0,3.0,158.0,2503.0,61.48513710039396,14.548152464472588,476.0,2.0,3.0,5762.0,8,8
2616.0,60.36656504409472,18.415780111643407,476.0,1.0,3.0,159.0,2677.0,60.30868561566282,14.766459696553104,476.0,2.0,3.0,5763.0,4,9
2683.0,60.283068350591,15.080881767715914,476.0,1.0,3.0,160.0,2704.0,60.2105739396312,14.857897448804174,476.0,2.0,3.0,5764.0,9,7
2496.0,61.533627017775785,15.137301963869152,477.0,1.0,3.0,161.0,2507.0,61.492130221448285,14.38884355741083,477.0,2.0,3.0,5765.0,8,8
2620.0,60.373229985018106,15.525295410500188,477.0,1.0,3.0,162.0,2679.0,60.3210692942973,14.615097745131948,477.0,2.0,3.0,5766.0,4,9
2686.0,60.2904381873316,15.43951795409366,477.0,1.0,3.0,163.0,2707.0,60.21746566386339,14.661024300415765,477.0,2.0,3.0,5767.0,9,7
2499.0,61.541023101186056,15.090669582074517,478.0,1.0,3.0,164.0,2511.0,61.49660414714913,14.752423559434805,478.0,2.0,3.0,5768.0,8,8
2622.0,60.38337693283744,17.778498088755384,478.0,1.0,3.0,165.0,2681.0,60.32572801770255,14.971585211302854,478.0,2.0,3.0,5769.0,4,9
2689.0,60.29032655617652,15.191778078253568,478.0,1.0,3.0,166.0,2709.0,60.22101695030159,14.574100287420793,478.0,2.0,3.0,5770.0,9,7
2501.0,61.55089604486263,15.885707337343636,479.0,1.0,3.0,167.0,2514.0,61.50317246000325,14.64667271445152,479.0,2.0,3.0,5771.0,8,8
2625.0,60.38706281027682,15.41175330752195,479.0,1.0,3.0,168.0,2682.0,60.33140115503908,14.784435191149676,479.0,2.0,3.0,5772.0,4,9
2691.0,60.29143447629794,15.118942258595077,479.0,1.0,3.0,169.0,2711.0,60.22165429175775,14.756903419118409,479.0,2.0,3.0,5773.0,9,7
2504.0,61.55544807045429,15.80677046759238,480.0,1.0,3.0,170.0,2517.0,61.50821788019407,14.623330945061756,480.0,2.0,3.0,5774.0,8,8
2627.0,60.39408255422443,16.55476905441253,480.0,1.0,3.0,171.0,2683.0,60.33664287998705,14.605410734677584,480.0,2.0,3.0,5775.0,4,9
2693.0,60.2921531391228,15.028361387887903,480.0,1.0,3.0,172.0,2712.0,60.22611140411924,14.571430053039196,480.0,2.0,3.0,5776.0,9,7
2507.0,61.55906813106007,15.641497275980187,481.0,1.0,3.0,173.0,2519.0,61.515560979165,14.195765739894286,481.0,2.0,3.0,5777.0,8,8
