time_front,space_front,speed_front,v_id_front,wave_type_front,lane_front,unique_index_front,time_tail,space_tail,speed_tail,v_id_tail,wave_type_tail,lane_tail,unique_index_tail
1805.0,60.887856751925575,17.09409629831726,337,1,1,110,1849.0,60.77972581665874,14.697639346017436,337.0,2.0,1.0,7232.0
1860.0,60.72809841036352,15.702125006856877,337,1,1,111,1872.0,60.68582216059593,14.594445651684635,337.0,2.0,1.0,7233.0
1809.0,60.90089857958564,15.93448738915323,338,1,1,112,1843.0,60.83588351557903,14.884796037498806,338.0,2.0,1.0,7234.0
1845.0,60.827441851941686,15.179595350538843,338,1,1,113,1853.0,60.79609276172184,14.527710388770226,338.0,2.0,1.0,7235.0
1865.0,60.73849739662172,15.647120159293005,338,1,1,114,1876.0,60.699605065101146,14.652413129131288,338.0,2.0,1.0,7236.0
1812.0,60.91815121831893,16.929527990252712,339,1,1,115,1846.0,60.85571961648172,14.1994624567247,339.0,2.0,1.0,7237.0
1849.0,60.84294896097858,15.336659341058107,339,1,1,116,1857.0,60.811852318992536,14.356960782385244,339.0,2.0,1.0,7238.0
1870.0,60.74772500558668,15.315772345770355,339,1,1,117,1879.0,60.715680699607766,14.097013724542924,339.0,2.0,1.0,7239.0
1806.0,60.97800290797277,15.015504919804387,340,1,1,118,1807.0,60.97384019113874,14.985780602508015,340.0,2.0,1.0,7240.0
1816.0,60.93001970706368,15.705210649982916,340,1,1,119,1851.0,60.86757680782927,14.873140467412494,340.0,2.0,1.0,7241.0
1854.0,60.85467136791603,15.323110012651702,340,1,1,120,1861.0,60.827292779651216,14.259747546528398,340.0,2.0,1.0,7242.0
1875.0,60.756911944623766,15.14118889967788,340,1,1,121,1883.0,60.72717978917893,14.703312631381111,340.0,2.0,1.0,7243.0
1808.0,60.99354077756804,15.445884176387882,341,1,1,122,1811.0,60.98117421973327,14.990841930529108,341.0,2.0,1.0,7244.0
1819.0,60.94286733059064,15.580010305215392,341,1,1,123,1855.0,60.880351289498016,14.552766074414832,341.0,2.0,1.0,7245.0
1859.0,60.86344814369094,15.03779058123938,341,1,1,124,1864.0,60.84335909058122,14.696908145076115,341.0,2.0,1.0,7246.0
1879.0,60.76719476144488,15.338565015058254,341,1,1,125,1886.0,60.74007392593042,14.924711853630791,341.0,2.0,1.0,7247.0
1811.0,61.00111270267577,15.28457858118736,342,1,1,126,1813.0,60.99293777716208,14.719009063188588,342.0,2.0,1.0,7248.0
1821.0,60.95497132859623,16.291373282516002,342,1,1,127,1859.0,60.88688552822688,14.790262369078512,342.0,2.0,1.0,7249.0
1862.0,60.874289159413145,15.0779175272632,342,1,1,128,1865.0,60.86188923719165,14.885706839643582,342.0,2.0,1.0,7250.0
1882.0,60.77567874196633,15.533044353416264,342,1,1,129,1888.0,60.75202863116388,14.867696042647854,342.0,2.0,1.0,7251.0
1824.0,60.961868048117104,15.372443885909828,343,1,1,130,1863.0,60.892538539679975,14.809137486589323,343.0,2.0,1.0,7252.0
1885.0,60.7833141829913,15.819921238488227,343,1,1,131,1889.0,60.76711877340039,14.546650825862171,343.0,2.0,1.0,7253.0
1827.0,60.972222395323534,15.352723360801887,344,1,1,132,1867.0,60.901891014951765,14.669546706251186,344.0,2.0,1.0,7254.0
1831.0,60.98921335596811,16.221559300354393,345,1,1,133,1874.0,60.912713950779725,14.789696411872049,345.0,2.0,1.0,7255.0
1837.0,61.007847057094,16.021971767013753,346,1,1,134,1882.0,60.92977547141107,14.860691150411146,346.0,2.0,1.0,7256.0
1843.0,61.02441445586561,15.438349106528609,347,1,1,135,1889.0,60.95031997804351,14.194548371054552,347.0,2.0,1.0,7257.0
1847.0,61.04217448873411,17.070914639656028,348,1,1,136,1896.0,60.95969199424868,14.989955164569423,348.0,2.0,1.0,7258.0
1851.0,61.052825648193775,16.34577327773488,349,1,1,137,1901.0,60.970912094842966,14.50837381211586,349.0,2.0,1.0,7259.0
1854.0,61.06275904100705,16.670929957166713,350,1,1,138,1906.0,60.97896741238112,14.691466651911531,350.0,2.0,1.0,7260.0
1857.0,61.06867031192551,15.344352334900671,351,1,1,139,1909.0,60.98654243688025,14.465305555258077,351.0,2.0,1.0,7261.0
1859.0,61.07647457683861,16.074905949871766,352,1,1,140,1912.0,60.99394641477446,14.301215892323244,352.0,2.0,1.0,7262.0
1861.0,61.08659898122061,17.58617095473967,353,1,1,141,1916.0,61.000059239442656,14.968477059741817,353.0,2.0,1.0,7263.0
1865.0,61.093869015086845,15.393306341480272,354,1,1,142,1920.0,61.01134941496444,14.79430173556067,354.0,2.0,1.0,7264.0
1869.0,61.10765739678244,16.048255439562155,355,1,1,143,1925.0,61.02653253315236,14.754087360931289,355.0,2.0,1.0,7265.0
1873.0,61.12424652740157,18.08562117859883,356,1,1,144,1930.0,61.0443775906974,14.169506308939471,356.0,2.0,1.0,7266.0
1878.0,61.134016633021886,15.124663361034171,357,1,1,145,1934.0,61.05965108218855,13.731042474943967,357.0,2.0,1.0,7267.0
1882.0,61.14822281625406,15.665001060435667,358,1,1,146,1938.0,61.074406574479056,13.45922161110118,358.0,2.0,1.0,7268.0
1886.0,61.166229860642126,17.673888039221683,359,1,1,147,1943.0,61.08825927581252,14.220551951427884,359.0,2.0,1.0,7269.0
