time,space,speed,v_id,wave_type,lane,unique_index
1475.0,59.45117215305776,15.239631463153447,252,1,1,0
1479.0,59.475545265009885,15.531140563744012,253,1,1,1
1484.0,59.49519181210427,15.34613409377646,254,1,1,2
1489.0,59.51485073695903,15.253637431000303,255,1,1,3
1493.0,59.5352218408839,15.964329518391056,256,1,1,4
1497.0,59.55217487733346,16.123872756385463,257,1,1,5
1501.0,59.56853191127279,16.43663381161551,258,1,1,6
1505.0,59.58075574770948,15.702954529074256,259,1,1,7
1508.0,59.592749134909546,15.635596998230849,260,1,1,8
1511.0,59.60358187720325,15.671599422232717,261,1,1,9
1514.0,59.617595638860784,16.310876659419524,262,1,1,10
1519.0,59.63212636196831,15.363357738684272,263,1,1,11
1524.0,59.653541438358246,15.67508207770737,264,1,1,12
1528.0,59.67315787522201,16.492974745830566,265,1,1,13
1532.0,59.68640109884171,15.956159499436026,266,1,1,14
1536.0,59.700569923680455,15.706468881216953,267,1,1,15
1540.0,59.71745026178424,16.386206593942973,268,1,1,16
1545.0,59.73267443851567,15.058114192557108,269,1,1,17
1550.0,59.75095780107696,15.03464552841847,270,1,1,18
1555.0,59.76900081252582,15.09166925418196,271,1,1,19
1559.0,59.78567387302414,15.307973497638535,272,1,1,20
1562.0,59.80102317172362,15.635637254528628,273,1,1,21
1565.0,59.81557091937686,15.531903878589333,274,1,1,22
1568.0,59.83346055707213,15.614167665575303,275,1,1,23
1572.0,59.85315418801745,15.255453576933366,276,1,1,24
1576.0,59.87513384457537,15.406028718443482,277,1,1,25
1580.0,59.89820771407409,15.747984299119487,278,1,1,26
1584.0,59.92261625532042,15.933255166964468,279,1,1,27
1589.0,59.9377069492534,15.089165483745177,280,1,1,28
1593.0,59.95626769609199,15.149339211273809,281,1,1,29
1596.0,59.975174610258485,15.558886056329278,282,1,1,30
1601.0,59.98840348834685,15.351109546115826,283,1,1,31
1608.0,60.00089076900432,15.028545606836529,284,1,1,32
1614.0,60.01506738264064,15.089657439235774,285,1,1,33
1619.0,60.03251634036321,15.21279425978334,286,1,1,34
1615.0,60.089499027516624,15.082856701807398,287,1,1,35
1624.0,60.05174222073721,15.140128184546302,287,1,1,36
1619.0,60.11129741259345,15.149862323650453,288,1,1,37
1625.0,60.12874271581061,15.213673997723648,289,1,1,38
1631.0,60.14173279899721,15.162869937329669,290,1,1,39
1636.0,60.153863275090416,15.082676633904958,291,1,1,40
1640.0,60.17078575453131,15.627459959592551,292,1,1,41
1645.0,60.18864638145386,15.603188018996912,293,1,1,42
1650.0,60.209994087557845,15.346626611296616,294,1,1,43
1654.0,60.23178364853461,15.35076013412263,295,1,1,44
1656.0,60.25493946590406,15.046150138468354,296,1,1,45
1654.0,60.291370508034056,15.198117911458333,297,1,1,46
1657.0,60.30787323056579,15.021223629496884,298,1,1,47
1659.0,60.32814329682068,15.397151865085371,299,1,1,48
1661.0,60.34623786631981,15.841763984591246,300,1,1,49
1664.0,60.35839069201774,15.209587530557505,301,1,1,50
1666.0,60.37381031091614,15.217452660603373,302,1,1,51
1668.0,60.38911985097288,15.384020568281718,303,1,1,52
1670.0,60.406702910806096,15.65385559535966,304,1,1,53
1673.0,60.42170370209514,15.450826678095488,305,1,1,54
1676.0,60.43659588507585,15.265278723062282,306,1,1,55
1679.0,60.453574560654,15.37190023070908,307,1,1,56
1683.0,60.47016576716437,15.171468430460385,308,1,1,57
1688.0,60.48786474193908,15.12522809980304,309,1,1,58
1682.0,60.55498838978647,15.804817605142953,310,1,1,59
1693.0,60.5035916640276,15.257982217295991,310,1,1,60
1687.0,60.56957760130664,15.049971388359715,311,1,1,61
1697.0,60.521779085451975,16.73469183556173,311,1,1,62
1702.0,60.53714707505903,16.342971043015954,312,1,1,63
1707.0,60.55542465003329,16.557606375733872,313,1,1,64
1712.0,60.570515031225234,16.303118430221133,314,1,1,65
1777.0,60.36279172430188,15.03742174608076,314,1,1,66
1717.0,60.58229041174664,15.185967255949322,315,1,1,67
1783.0,60.36709099657882,15.011822357760948,315,1,1,68
1720.0,60.60035288466101,16.719511484146313,316,1,1,69
1788.0,60.37490049148335,15.154369184216383,316,1,1,70
1724.0,60.61226821594291,15.72726369728102,317,1,1,71
1792.0,60.38512684346627,15.476498071207414,317,1,1,72
1728.0,60.625875114820246,15.80986116495584,318,1,1,73
1797.0,60.393130152053935,15.151525514745828,318,1,1,74
1733.0,60.64007641850755,15.180142330450977,319,1,1,75
1802.0,60.40417138041896,15.075898738126131,319,1,1,76
1737.0,60.65962590739155,15.878109600779588,320,1,1,77
1806.0,60.42092672362763,16.36007485862261,320,1,1,78
1742.0,60.6751110596179,15.734074666069889,321,1,1,79
1811.0,60.43374580528618,16.06018995230956,321,1,1,80
1747.0,60.68733762942056,15.025231500453875,322,1,1,81
1816.0,60.44322377982736,15.10145067746088,322,1,1,82
1751.0,60.70260661124984,15.123176912201435,323,1,1,83
1820.0,60.45618692141665,15.720582339880217,323,1,1,84
1755.0,60.71893253471008,15.562830643967532,324,1,1,85
1825.0,60.46770488730248,15.33976540237666,324,1,1,86
1760.0,60.73120872750852,15.278217786436402,325,1,1,87
1830.0,60.481251264133725,15.91132248594006,325,1,1,88
1764.0,60.74595933148338,15.375931844172284,326,1,1,89
1836.0,60.490432040071816,15.598438165169147,326,1,1,90
1768.0,60.757181409663815,15.435291993426755,327,1,1,91
1772.0,60.76492627012254,15.179297461554205,328,1,1,92
1812.0,60.64341812673526,15.26483384369262,328,1,1,93
1775.0,60.77516450773161,15.454452767290704,329,1,1,94
1817.0,60.647628374680174,15.200280640809355,329,1,1,95
1778.0,60.78364326585073,15.594679699173447,330,1,1,96
1821.0,60.654374751268406,15.112752807115736,330,1,1,97
1781.0,60.79255978567232,15.698109700771186,331,1,1,98
1824.0,60.66493848421928,15.54526529575011,331,1,1,99
1784.0,60.80423388883253,16.18525610368807,332,1,1,100
1829.0,60.67120859198225,15.062864018445262,332,1,1,101
1788.0,60.81808665276855,16.511732512095193,333,1,1,102
1834.0,60.68513303889456,15.265312234941804,333,1,1,103
1793.0,60.83346361054471,15.621741797074472,334,1,1,104
1841.0,60.697509260521706,15.167785560253614,334,1,1,105
1797.0,60.8540388714262,16.96173871581954,335,1,1,106
1848.0,60.708684789873416,15.389697776942308,335,1,1,107
1802.0,60.868346272954405,15.414076491279248,336,1,1,108
1855.0,60.71603526024772,15.225536684873624,336,1,1,109
1805.0,60.887856751925575,17.09409629831726,337,1,1,110
1860.0,60.72809841036352,15.702125006856877,337,1,1,111
1809.0,60.90089857958564,15.93448738915323,338,1,1,112
1845.0,60.827441851941686,15.179595350538843,338,1,1,113
1865.0,60.73849739662172,15.647120159293005,338,1,1,114
1812.0,60.91815121831893,16.929527990252712,339,1,1,115
1849.0,60.84294896097858,15.336659341058107,339,1,1,116
1870.0,60.74772500558668,15.315772345770355,339,1,1,117
1806.0,60.97800290797277,15.015504919804387,340,1,1,118
1816.0,60.93001970706368,15.705210649982916,340,1,1,119
1854.0,60.85467136791603,15.323110012651702,340,1,1,120
1875.0,60.756911944623766,15.14118889967788,340,1,1,121
1808.0,60.99354077756804,15.445884176387882,341,1,1,122
1819.0,60.94286733059064,15.580010305215392,341,1,1,123
1859.0,60.86344814369094,15.03779058123938,341,1,1,124
1879.0,60.76719476144488,15.338565015058254,341,1,1,125
1811.0,61.00111270267577,15.28457858118736,342,1,1,126
1821.0,60.95497132859623,16.291373282516002,342,1,1,127
1862.0,60.874289159413145,15.0779175272632,342,1,1,128
1882.0,60.77567874196633,15.533044353416264,342,1,1,129
1824.0,60.961868048117104,15.372443885909828,343,1,1,130
1885.0,60.7833141829913,15.819921238488227,343,1,1,131
1827.0,60.972222395323534,15.352723360801887,344,1,1,132
1831.0,60.98921335596811,16.221559300354393,345,1,1,133
1837.0,61.007847057094,16.021971767013753,346,1,1,134
1843.0,61.02441445586561,15.438349106528609,347,1,1,135
1847.0,61.04217448873411,17.070914639656028,348,1,1,136
1851.0,61.052825648193775,16.34577327773488,349,1,1,137
1854.0,61.06275904100705,16.670929957166713,350,1,1,138
1857.0,61.06867031192551,15.344352334900671,351,1,1,139
1859.0,61.07647457683861,16.074905949871766,352,1,1,140
1861.0,61.08659898122061,17.58617095473967,353,1,1,141
1865.0,61.093869015086845,15.393306341480272,354,1,1,142
1869.0,61.10765739678244,16.048255439562155,355,1,1,143
1873.0,61.12424652740157,18.08562117859883,356,1,1,144
1878.0,61.134016633021886,15.124663361034171,357,1,1,145
1882.0,61.14822281625406,15.665001060435667,358,1,1,146
1886.0,61.166229860642126,17.673888039221683,359,1,1,147
1891.0,61.182888172941176,17.884737985006748,360,1,1,148
1896.0,61.2005242392036,17.475979886865044,361,1,1,149
1901.0,61.21919319133818,17.328452525799925,362,1,1,150
1906.0,61.237371947026624,16.20726081881979,363,1,1,151
1910.0,61.260188256729,16.637076531748512,364,1,1,152
1914.0,61.28153185908643,16.860770012618975,365,1,1,153
1918.0,61.29960471744376,15.71032277631122,366,1,1,154
1921.0,61.319039251460296,16.325734174693125,367,1,1,155
1924.0,61.33478547030399,16.366802040746013,368,1,1,156
1927.0,61.35227992468253,17.10144035524692,369,1,1,157
1931.0,61.37049238215876,17.119927998713155,370,1,1,158
1936.0,61.38671993326184,15.796273461304905,371,1,1,159
1941.0,61.40432043228933,15.789149317782194,372,1,1,160
1945.0,61.421431704908144,17.404614095662385,373,1,1,161
2147.0,59.88145311219244,15.17208817321834,373,1,1,162
1950.0,61.43236949457867,15.19769174591756,374,1,1,163
2149.0,59.8969259572745,15.842613905141004,374,1,1,164
1954.0,61.44845830608805,16.145081237848,375,1,1,165
2153.0,59.90690336524444,15.0154358183174,375,1,1,166
1958.0,61.466160731245054,17.193785891057974,376,1,1,167
2157.0,59.9197492641084,15.0712318581014,376,1,1,168
1963.0,61.4827921323954,15.36977981428764,377,1,1,169
2162.0,59.93436681653912,15.180174172779251,377,1,1,170
1967.0,61.50564147285132,15.533859667267985,378,1,1,171
2071.0,60.981319631229006,15.091057638945204,378,1,1,172
2169.0,59.95496673671746,15.424188383007332,378,1,1,173
1971.0,61.52598609835466,15.04576839959341,379,1,1,174
2075.0,61.005942252955,15.601893012958934,379,1,1,175
2176.0,59.97150461525992,15.161581464636788,379,1,1,176
1974.0,61.54644967190683,15.78085002395179,380,1,1,177
2079.0,61.02670157600466,17.14574294184995,380,1,1,178
1977.0,61.56163209652585,16.466284411530687,381,1,1,179
2083.0,61.0387783279157,16.31515866831319,381,1,1,180
1980.0,61.575218086055,17.040920394418944,382,1,1,181
2086.0,61.04902963186896,15.586238686245736,382,1,1,182
1984.0,61.58656504555668,15.514872045238883,383,1,1,183
2088.0,61.0629162845622,17.5821371759888,383,1,1,184
1988.0,61.60224492019013,15.56962080231759,384,1,1,185
2091.0,61.07526077887193,17.16876596310642,384,1,1,186
1992.0,61.62031713217102,16.938012632653752,385,1,1,187
2094.0,61.086611378331824,16.326341795947794,385,1,1,188
1996.0,61.63681805043963,17.44282501552383,386,1,1,189
2097.0,61.09772564188926,15.452119708877438,386,1,1,190
2000.0,61.6506132008906,17.51711924552662,387,1,1,191
2099.0,61.112379253350696,17.164266908209967,387,1,1,192
2004.0,61.65950183770182,16.191626156688816,388,1,1,193
2101.0,61.12357798403601,17.590525778762743,388,1,1,194
2007.0,61.66960265165075,16.317244513944296,389,1,1,195
2104.0,61.13028893721856,15.313121644453302,389,1,1,196
2010.0,61.68072851465621,16.65824994531662,390,1,1,197
2106.0,61.144297956952784,16.624333509410324,390,1,1,198
2338.0,59.12914555608102,15.354803901737466,390,1,1,199
2013.0,61.69435930921741,17.774083818914402,391,1,1,200
2109.0,61.15610085966164,16.9468091726365,391,1,1,201
2341.0,59.1455326185486,15.127840812270255,391,1,1,202
2017.0,61.70727387798372,17.707573578320105,392,1,1,203
2113.0,61.16847655350025,15.175833261901358,392,1,1,204
2344.0,59.16708661495564,15.282035067388444,392,1,1,205
2022.0,61.72151672257153,16.102430611111483,393,1,1,206
2117.0,61.185995668851966,16.12086031122258,393,1,1,207
2348.0,59.186234124224406,15.083307466784028,393,1,1,208
2026.0,61.73727011795146,16.300635469076497,394,1,1,209
2121.0,61.19960490529348,16.559400887692018,394,1,1,210
2351.0,59.20252194947542,15.317010000434848,394,1,1,211
2030.0,61.75073421595994,15.67310835710849,395,1,1,212
2125.0,61.21162565116485,16.280515665194727,395,1,1,213
2354.0,59.21578377970213,15.035101848473836,395,1,1,214
2033.0,61.7675795307486,18.246684973418017,396,1,1,215
2129.0,61.22309606148887,16.704864471851874,396,1,1,216
2356.0,59.23169833593328,16.700049153670157,396,1,1,217
2037.0,61.77956561631236,16.80922275965389,397,1,1,218
2133.0,61.2342271589543,16.832487707858768,397,1,1,219
2359.0,59.24478518547601,16.823333380252514,397,1,1,220
2041.0,61.791410822133706,15.685751414719611,398,1,1,221
2138.0,61.24431503337368,15.264557511173471,398,1,1,222
2363.0,59.25742618799564,15.773212425401791,398,1,1,223
2045.0,61.80411313768742,15.180480523090973,399,1,1,224
2143.0,61.253762745294814,15.172790550318147,399,1,1,225
2366.0,59.274366058768535,17.14022899261227,399,1,1,226
2049.0,61.81935179709815,15.823308491995808,400,1,1,227
2371.0,59.29162564548654,16.233807141265903,400,1,1,228
2053.0,61.83736885204512,17.271148696180784,401,1,1,229
2377.0,59.31432700866399,15.715560478379516,401,1,1,230
2058.0,61.85255461237259,15.943488107810335,402,1,1,231
2381.0,59.3353073552127,17.07563477834916,402,1,1,232
2063.0,61.86919583610568,15.062797028869516,403,1,1,233
2386.0,59.34885423082262,15.023446280196069,403,1,1,234
2067.0,61.8908466274709,16.66335314623172,404,1,1,235
2390.0,59.37020054099974,15.938780220908258,404,1,1,236
2072.0,61.907774121666456,15.910457862296608,405,1,1,237
2394.0,59.39362134226813,16.941895196627726,405,1,1,238
2077.0,61.92365892054581,15.328682993340443,406,1,1,239
2398.0,59.41349070562182,16.770055648063916,406,1,1,240
2081.0,61.94079535093294,17.016941792457516,407,1,1,241
2402.0,59.42937363332763,15.698599736772206,407,1,1,242
2085.0,61.955898917245655,17.782386486077066,408,1,1,243
2405.0,59.44585863605764,15.66121020732901,408,1,1,244
2089.0,61.96875016299021,17.57909103573309,409,1,1,245
2408.0,59.46160563659652,15.320025224894897,409,1,1,246
2093.0,61.98004041242124,16.146667613624047,410,1,1,247
2410.0,59.47902855156313,15.850128382997504,410,1,1,248
2096.0,61.99532296183137,17.483011767377583,411,1,1,249
2413.0,59.49243179566565,15.16055436792395,411,1,1,250
2100.0,62.0071090345483,16.034008403169967,412,1,1,251
2415.0,59.50838054377808,15.488783102532324,412,1,1,252
2104.0,62.0203585248896,15.081388204133985,413,1,1,253
2418.0,59.52288177049721,15.252562040159695,413,1,1,254
2108.0,62.03557595364552,15.003030088544802,414,1,1,255
2421.0,59.5408095232014,15.601383923200617,414,1,1,256
2112.0,62.05363190794733,16.786915750215506,415,1,1,257
2425.0,59.5573164586942,15.67755693037794,415,1,1,258
2117.0,62.06877858846886,17.426069295725178,416,1,1,259
2430.0,59.57766835889021,15.920972609641469,416,1,1,260
2122.0,62.08094145484,17.28324561760107,417,1,1,261
2436.0,59.59409306858557,15.274850230952648,417,1,1,262
2126.0,62.09323207960719,18.25945203413426,418,1,1,263
2440.0,59.60575474101484,15.187517787428495,418,1,1,264
2131.0,62.10132199241364,15.401418215235216,419,1,1,265
2444.0,59.61697558779,15.225210803238394,419,1,1,266
2135.0,62.11790913722334,18.051336401989143,420,1,1,267
2448.0,59.6308434431365,15.66237005144684,420,1,1,268
2140.0,62.13502652851994,18.617573373916805,421,1,1,269
2453.0,59.64181132463028,15.109137932409332,421,1,1,270
2146.0,62.14860791242666,15.260161965370695,422,1,1,271
2457.0,59.65542996627497,15.529262744564388,422,1,1,272
2150.0,62.16876367847658,18.10468042499624,423,1,1,273
2461.0,59.66597635726923,15.423509560918356,423,1,1,274
