time,space,speed,v_id,wave_type,lane,unique_index
181.0,62.21159296787786,14.145387296418397,30,2,4,5541
178.0,62.26803843529389,13.975760501046278,31,2,4,5542
2161.0,59.24377294872454,14.849226602629994,370,2,4,5543
2165.0,59.25014769307269,14.762816439326988,371,2,4,5544
2168.0,59.25837585984196,14.734820710111295,372,2,4,5545
2031.0,61.490430914628064,14.921775727193658,386,2,4,5546
2034.0,61.49944960600017,14.316755856145996,387,2,4,5547
2038.0,61.50504455119329,14.46141803101616,388,2,4,5548
2044.0,61.5096352881224,14.90164053525848,389,2,4,5549
2049.0,61.52677953340131,14.45772421727001,390,2,4,5550
2054.0,61.54191107095746,14.711403017155233,391,2,4,5551
2058.0,61.556388293033606,14.77853035276805,392,2,4,5552
2051.0,61.695607431765566,14.954468282108126,396,2,4,5553
2058.0,61.69886058771116,14.719275381501186,397,2,4,5554
2064.0,61.710046764530766,14.494783976452927,398,2,4,5555
2070.0,61.72116560155232,14.391215909438175,399,2,4,5556
2075.0,61.73316934757697,14.183885309393004,400,2,4,5557
2101.0,61.60652761222049,14.86493750700955,400,2,4,5558
2363.0,59.19687862001755,14.9618925642235,400,2,4,5559
2079.0,61.74500318906778,14.193392930854776,401,2,4,5560
2104.0,61.6228935144304,14.867461824818252,401,2,4,5561
2369.0,59.20287103640004,14.738239983231164,401,2,4,5562
2083.0,61.754309204817,14.951335006731403,402,2,4,5563
2377.0,59.20343444981488,14.849998952376346,402,2,4,5564
2085.0,61.770907148726366,14.37154875520923,403,2,4,5565
2384.0,59.21463348076615,14.252609253458488,403,2,4,5566
2087.0,61.786501871859215,14.52542341852834,404,2,4,5567
2392.0,59.2287815263504,13.965178428143307,404,2,4,5568
2088.0,61.80439253025432,14.752589748659371,405,2,4,5569
2398.0,59.24375442561343,13.956780878691475,405,2,4,5570
2403.0,59.25410873029631,14.339544964601322,406,2,4,5571
2407.0,59.26828328757601,13.687122768780604,407,2,4,5572
2412.0,59.28185070525023,14.266459270577656,408,2,4,5573
2417.0,59.295683778632295,14.947325149235484,409,2,4,5574
2423.0,59.31910269942664,14.969798198177774,410,2,4,5575
2149.0,61.65823356610267,14.788262581956616,411,2,4,5576
2427.0,59.36375326192579,14.722920722278362,411,2,4,5577
2153.0,61.66756072564334,14.632651200020767,412,2,4,5578
2432.0,59.38235688464807,14.999120788895826,412,2,4,5579
2156.0,61.677375312962205,14.349037435241849,413,2,4,5580
2435.0,59.39524734464885,14.921341409585516,413,2,4,5581
2456.0,59.29876373399246,14.952645361519645,413,2,4,5582
2160.0,61.68343117906832,14.8216332971507,414,2,4,5583
2438.0,59.40609540678239,14.915536714573742,414,2,4,5584
2461.0,59.29915778726448,14.796468760438897,414,2,4,5585
2163.0,61.69487372125717,14.639013645151682,415,2,4,5586
2441.0,59.41825694556542,14.546801210921876,415,2,4,5587
2466.0,59.3004227532386,14.77774757066156,415,2,4,5588
2166.0,61.70600961535832,14.474093795482744,416,2,4,5589
2444.0,59.43053127417728,14.262739468092311,416,2,4,5590
2471.0,59.301242409399904,14.98239098811532,416,2,4,5591
2169.0,61.71561093868361,14.93781693024364,417,2,4,5592
2447.0,59.44431659614059,13.96663412108151,417,2,4,5593
2474.0,59.31120191739746,14.561270956139998,417,2,4,5594
2171.0,61.7316101330566,14.412035062779958,418,2,4,5595
2451.0,59.4608152706582,13.992584033633332,418,2,4,5596
2478.0,59.32164002768122,14.672267654632458,418,2,4,5597
2174.0,61.74734816948254,14.856031224986989,419,2,4,5598
2384.0,59.88051243876711,14.998206193622824,419,2,4,5599
2457.0,59.47777412944141,14.563640940542005,419,2,4,5600
2176.0,61.77248497052114,14.608265717024445,420,2,4,5601
2391.0,59.89133017709716,14.99552864426738,420,2,4,5602
2464.0,59.50068845326157,14.789079883758127,420,2,4,5603
2179.0,61.79403564810748,14.879611260048836,421,2,4,5604
2472.0,59.52191879119949,14.912587477700782,421,2,4,5605
2182.0,61.81876564490495,14.139849976057365,422,2,4,5606
2478.0,59.53905467907218,14.6417358219642,422,2,4,5607
2186.0,61.838485727956055,14.43707612543322,423,2,4,5608
2237.0,61.51316591837298,14.543435277962786,423,2,4,5609
2482.0,59.55063219120848,14.76858010934417,423,2,4,5610
2243.0,61.51609089454929,14.757023370176483,424,2,4,5611
2485.0,59.560885175990165,14.565552655810288,424,2,4,5612
2248.0,61.519163433481225,14.862489906283969,425,2,4,5613
2488.0,59.56815573936358,14.8980292342777,425,2,4,5614
2252.0,61.52301486602968,14.776537078728916,426,2,4,5615
2490.0,59.57656689429928,14.454297486812052,426,2,4,5616
2256.0,61.52300092004173,14.876611572623432,427,2,4,5617
2492.0,59.58102005207927,14.697158458641356,427,2,4,5618
2258.0,61.52720258432551,14.644661804638268,428,2,4,5619
2493.0,59.586284470705976,14.4055604706181,428,2,4,5620
2261.0,61.52751481490078,14.630710726776138,429,2,4,5621
2494.0,59.59247797188036,14.022143065110072,429,2,4,5622
2264.0,61.53073640517859,14.451340848011492,430,2,4,5623
2496.0,59.598152758824696,14.223334359036658,430,2,4,5624
2268.0,61.53450617864115,14.761195371931803,431,2,4,5625
2499.0,59.60936101872304,14.153755409338348,431,2,4,5626
2271.0,61.54569419101284,14.31234918983949,432,2,4,5627
2504.0,59.62370637397997,14.377173084723472,432,2,4,5628
2275.0,61.55223502541907,14.713366284630062,433,2,4,5629
2509.0,59.63679589082415,14.602059376048777,433,2,4,5630
2279.0,61.562574049282496,14.58291450724886,434,2,4,5631
2514.0,59.65038517608889,14.983542356885694,434,2,4,5632
2283.0,61.57411224781319,14.442740977203943,435,2,4,5633
2518.0,59.66813508986989,14.777242451259715,435,2,4,5634
2287.0,61.5831609204126,14.522745091057631,436,2,4,5635
2521.0,59.68033208445095,14.79271160357866,436,2,4,5636
2291.0,61.58933717068928,14.90298987153504,437,2,4,5637
2523.0,59.69449786746356,14.837492934483468,437,2,4,5638
2294.0,61.598083045824296,14.945810352586578,438,2,4,5639
2518.0,59.73613027785768,14.849587759995616,438,2,4,5640
2297.0,61.607791916760775,14.886165174899416,439,2,4,5641
2520.0,59.75536969107988,14.878103798424378,439,2,4,5642
2300.0,61.619423057274105,14.699211876948814,440,2,4,5643
2524.0,59.77639736068637,14.5422822319201,440,2,4,5644
2304.0,61.6298375933016,14.866477258144302,441,2,4,5645
2531.0,59.79293974648432,14.435417146945978,441,2,4,5646
2308.0,61.64234008191738,14.962639997985754,442,2,4,5647
2538.0,59.80861304597993,14.0188971485175,442,2,4,5648
2574.0,59.61476845376157,14.97399862300036,442,2,4,5649
2311.0,61.656452521225226,14.907586532293656,443,2,4,5650
2543.0,59.82100842205976,13.95442907332533,443,2,4,5651
2579.0,59.62560418350076,14.399678710717874,443,2,4,5652
2548.0,59.826282337148704,14.701874540968497,444,2,4,5653
2583.0,59.63632646986188,14.614461152699567,444,2,4,5654
2552.0,59.83028544733283,14.762001076187788,445,2,4,5655
2585.0,59.65059232117643,14.427727684856556,445,2,4,5656
2555.0,59.83347633403659,14.821240030290989,446,2,4,5657
2587.0,59.65874348435047,14.597182089709609,446,2,4,5658
2559.0,59.83519571685364,14.59448292588702,447,2,4,5659
2650.0,59.19203862507726,14.957334943284229,447,2,4,5660
2569.0,59.82174391380861,14.776614267668783,448,2,4,5661
2655.0,59.19963705371304,14.629583858464802,448,2,4,5662
2575.0,59.83793730905545,14.649755407913654,449,2,4,5663
2661.0,59.21167300803632,14.588112796591124,449,2,4,5664
2580.0,59.856190188757736,14.742048118889176,450,2,4,5665
2666.0,59.22522678356269,14.446273859012775,450,2,4,5666
2584.0,59.87014584173999,14.899680284070726,451,2,4,5667
2670.0,59.23586310114807,14.688166954188535,451,2,4,5668
2587.0,59.88260237086062,14.444434978556584,452,2,4,5669
2673.0,59.24442333281056,14.803286809455818,452,2,4,5670
2589.0,59.89208736690399,13.816142358001558,453,2,4,5671
2675.0,59.2509439157953,14.84151998078453,453,2,4,5672
2591.0,59.897989114610105,13.897852891817823,454,2,4,5673
2676.0,59.25890015846965,14.348803532407214,454,2,4,5674
2593.0,59.9041041222952,14.058810890078496,455,2,4,5675
2678.0,59.26337830362223,14.673878288590071,455,2,4,5676
2595.0,59.91254630641306,13.76966982338512,456,2,4,5677
2680.0,59.27018188848739,14.829887054922512,456,2,4,5678
2598.0,59.91982574547213,14.336729141341053,457,2,4,5679
2682.0,59.28091158463108,14.742398980069217,457,2,4,5680
2601.0,59.931285515175865,13.990754303380657,458,2,4,5681
2684.0,59.29492678994532,14.730103988661458,458,2,4,5682
2604.0,59.942103989893546,13.52928793595379,459,2,4,5683
2685.0,59.31330627646891,14.759160362998657,459,2,4,5684
2608.0,59.94973416084781,14.17518862776804,460,2,4,5685
2612.0,59.96167742046866,13.891128061766024,461,2,4,5686
2617.0,59.97362408531612,13.967627830762638,462,2,4,5687
2622.0,59.98335103687327,14.46117221904651,463,2,4,5688
2626.0,59.99336885911671,14.524326121178236,464,2,4,5689
2630.0,60.00336860730916,14.49333015045744,465,2,4,5690
2634.0,60.01271790668521,14.507472122973136,466,2,4,5691
2639.0,60.01876943632495,14.741502375432365,467,2,4,5692
2644.0,60.02732823296097,14.717925729660047,468,2,4,5693
2649.0,60.03638508603663,14.639155572993024,469,2,4,5694
2654.0,60.051756677723525,14.53774908890305,470,2,4,5695
2481.0,61.42132250266671,14.577120526596872,471,2,4,5696
2661.0,60.07076761520341,14.709242798384537,471,2,4,5697
2489.0,61.42757153978576,14.549726644297344,472,2,4,5698
2667.0,60.09255561976087,14.859266752661954,472,2,4,5699
2497.0,61.43580655432183,14.514435967173322,473,2,4,5700
2673.0,60.11525554068234,14.771660726482278,473,2,4,5701
2787.0,59.22697391688214,14.930080453804331,473,2,4,5702
2503.0,61.44637236308052,14.540921116980158,474,2,4,5703
2677.0,60.13118093653998,14.94864005317692,474,2,4,5704
2793.0,59.22865571682063,14.72102466843922,474,2,4,5705
2508.0,61.4533535703779,14.894141697528932,475,2,4,5706
2680.0,60.14655609392923,14.76068514182623,475,2,4,5707
2797.0,59.23247708210536,14.737627611084111,475,2,4,5708
2511.0,61.464357059986725,14.501160375979072,476,2,4,5709
2683.0,60.15443626187556,14.885067590734945,476,2,4,5710
2800.0,59.23488957093236,14.964770377939482,476,2,4,5711
2514.0,61.47260393796351,14.691488743150169,477,2,4,5712
2685.0,60.163947908169945,14.804695862210636,477,2,4,5713
2802.0,59.23984827787545,14.85451493919771,477,2,4,5714
