time_front,space_front,speed_front,v_id_front,wave_type_front,lane_front,unique_index_front,time_tail,space_tail,speed_tail,v_id_tail,wave_type_tail,lane_tail,unique_index_tail,trace_id_front,trace_id_tail,c_id
2379.0,59.32342439989689,16.220329314076178,406,1,4,30,2403.0,59.25410873029631,14.339544964601322,406.0,2.0,4.0,5571.0,7,7,3
2383.0,59.33431975450706,15.356622070689024,407,1,4,31,2407.0,59.26828328757601,13.687122768780604,407.0,2.0,4.0,5572.0,7,7,3
2387.0,59.35230207028975,16.014137216621428,408,1,4,32,2412.0,59.28185070525023,14.266459270577656,408.0,2.0,4.0,5573.0,7,7,3
2392.0,59.36957056952674,15.301613561067873,409,1,4,33,2417.0,59.295683778632295,14.947325149235484,409.0,2.0,4.0,5574.0,7,7,3
2396.0,59.40561341705612,15.323653881107854,410,1,4,34,2423.0,59.31910269942664,14.969798198177774,410.0,2.0,4.0,5575.0,7,7,3
2401.0,59.44624878285767,16.335961434303865,411,1,4,36,2427.0,59.36375326192579,14.722920722278362,411.0,2.0,4.0,5577.0,7,7,3
2406.0,59.46324303801512,15.391580684028163,412,1,4,38,2432.0,59.38235688464807,14.999120788895826,412.0,2.0,4.0,5579.0,7,7,3
2409.0,59.47469536813248,15.598373956171391,413,1,4,40,2435.0,59.39524734464885,14.921341409585516,413.0,2.0,4.0,5581.0,7,7,3
2412.0,59.48482979852104,15.416877332478782,414,1,4,43,2438.0,59.40609540678239,14.915536714573742,414.0,2.0,4.0,5584.0,7,7,3
2415.0,59.49687205076363,16.17083336569184,415,1,4,46,2441.0,59.41825694556542,14.546801210921876,415.0,2.0,4.0,5587.0,7,7,3
2418.0,59.50952757719831,17.11292681694244,416,1,4,49,2444.0,59.43053127417728,14.262739468092311,416.0,2.0,4.0,5590.0,7,7,3
2422.0,59.52050892603305,16.6118394438002,417,1,4,52,2447.0,59.44431659614059,13.96663412108151,417.0,2.0,4.0,5593.0,7,7,3
2427.0,59.53562460202127,16.52485825187716,418,1,4,55,2451.0,59.4608152706582,13.992584033633332,418.0,2.0,4.0,5596.0,7,7,3
2433.0,59.554023107988456,16.312117378767432,419,1,4,59,2457.0,59.47777412944141,14.563640940542005,419.0,2.0,4.0,5600.0,7,7,3
2440.0,59.57862066148986,15.885245517123996,420,1,4,62,2464.0,59.50068845326157,14.789079883758127,420.0,2.0,4.0,5603.0,7,7,3
2447.0,59.6051105824974,16.260512336945514,421,1,4,64,2472.0,59.52191879119949,14.912587477700782,421.0,2.0,4.0,5605.0,7,7,3
2454.0,59.620460547066806,15.346735939638217,422,1,4,66,2478.0,59.53905467907218,14.6417358219642,422.0,2.0,4.0,5607.0,7,7,3
2458.0,59.6344879675048,15.984636476522352,423,1,4,69,2482.0,59.55063219120848,14.76858010934417,423.0,2.0,4.0,5610.0,7,7,3
2462.0,59.64128892807549,15.557356870416063,424,1,4,71,2485.0,59.560885175990165,14.565552655810288,424.0,2.0,4.0,5612.0,7,7,3
